,text_number,screen_number,sentence_number,w_in_sent_id,w_in_screen_id,deps,n_rights,n_lefts,dep_distance,word_length,surprisal_gpt,contains_punctuation,lex_freq_unk,lex_freq,PoS-Tag
0,1,1,1,1,1,mo,0,0,-5,5,9.441618919372559,FALSE,FALSE,37.57266307,pwav
1,1,1,1,2,2,ROOT,3,0,0,4,4.811712265014648,FALSE,FALSE,8998.096899,vafin
2,1,1,1,3,3,oa,0,0,-3,4,2.318830966949463,FALSE,FALSE,6566.550453,prf
3,1,1,1,4,4,nk,0,0,-1,3,2.0234456062316895,FALSE,FALSE,80100.30691,art
4,1,1,1,5,5,sb,0,1,3,5,4.721315383911133,FALSE,FALSE,14.00391032,nn
5,1,1,1,6,6,oc,0,2,4,11,1.2136202156543732,TRUE,FALSE,133.0248854,vvfin
6,1,1,2,1,7,ju,0,0,-4,3,5.591361999511719,FALSE,FALSE,23398.58848,kon
7,1,1,2,2,8,op,1,0,-9,3,5.061848163604736,FALSE,FALSE,6727.329731,appr
8,1,1,2,3,9,nk,0,0,-1,7,5.412741661071777,FALSE,FALSE,54.27434945,pwat
9,1,1,2,4,10,nk,0,1,2,6,3.886821746826172,FALSE,FALSE,131.4716204,nn
10,1,1,2,5,11,ROOT,3,1,0,5,3.584069013595581,FALSE,FALSE,8161.246762,vafin
11,1,1,2,6,12,nk,0,0,-1,3,1.4247320890426636,FALSE,FALSE,80100.30691,art
12,1,1,2,7,13,sb,1,1,2,8,4.754474639892578,FALSE,FALSE,713.9950494,nn
13,1,1,2,8,14,mnr,1,0,1,2,2.288630485534668,FALSE,FALSE,14298.16411,appr
14,1,1,2,9,15,nk,0,0,1,12,6.659532547,FALSE,FALSE,8.706459131,ne
15,1,1,2,10,16,pm,0,0,-1,2,1.3368511199951172,FALSE,FALSE,9058.935837,ptkzu
16,1,1,2,11,17,oc,0,2,6,8,2.699198157,TRUE,FALSE,80.24657542,vvinf
17,1,1,3,1,18,nk,0,0,-1,3,2.596041679382324,FALSE,FALSE,80100.30691,art
18,1,1,3,2,19,sb,0,1,-1,11,8.681444168,FALSE,FALSE,33.57504944,nn
19,1,1,3,3,20,ROOT,3,1,0,7,8.965394973754883,FALSE,FALSE,80.03402337,vvfin
20,1,1,3,4,21,mo,1,0,1,3,0.47659122943878174,FALSE,FALSE,8265.372744,appr
21,1,1,3,5,22,nk,0,0,-2,5,2.6723923683166504,FALSE,FALSE,17543.4334,art
22,1,1,3,6,23,nk,0,0,-1,5,5.331552505493164,FALSE,FALSE,1067.542691,adja
23,1,1,3,7,24,nk,0,2,3,7,8.321453094482422,FALSE,FALSE,1.569615167,nn
24,1,1,3,8,25,mo,2,0,5,3,1.1854445934295654,FALSE,FALSE,1166.698224,appr
25,1,1,3,9,26,mo,0,0,-1,3,1.0187402963638306,FALSE,FALSE,247.1653384,adv
26,1,1,3,10,27,ac,0,1,2,2,0.40744471549987793,FALSE,FALSE,9058.935837,appr
27,1,1,3,11,28,nk,2,0,3,14,12.214375495910645,TRUE,FALSE,8.886310869,nn
28,1,1,3,12,29,cp,0,0,-10,4,0.7985419631004333,FALSE,FALSE,153.5525088,kous
29,1,1,3,13,30,oa,0,0,-8,4,0.5869006514549255,FALSE,FALSE,6566.550453,prf
30,1,1,3,14,31,mo,1,0,-8,5,2.4411487579345703,FALSE,FALSE,242.8734219,appr
31,1,1,3,15,32,nk,0,0,-1,3,8.999439239501953,FALSE,FALSE,80100.30691,art
32,1,1,3,16,33,nk,0,1,2,17,9.736877441,FALSE,FALSE,0.212552054,nn
33,1,1,3,17,34,nk,0,0,-1,5,8.312774658203125,FALSE,FALSE,656.8267219,adja
34,1,1,3,18,35,sb,0,1,-4,11,6.365052700042725,FALSE,FALSE,2.36259783,nn
35,1,1,3,19,36,op,1,0,-2,2,0.002893787,FALSE,FALSE,14298.16411,appr
36,1,1,3,20,37,nk,0,0,1,6,1.4130423069000244,FALSE,FALSE,11.38788504,nn
37,1,1,3,21,38,oc,0,2,-1,10,7.899949073791504,FALSE,FALSE,38.17761891,vvinf
38,1,1,3,22,39,oc,0,4,12,8,0.38194531202316284,TRUE,FALSE,3346.018958,vmfin
39,1,1,4,1,40,mo,0,0,-8,3,4.641873359680176,FALSE,FALSE,3407.626353,kokom
40,1,1,4,2,41,oa,0,0,-7,4,5.0705461502075195,FALSE,FALSE,6566.550453,prf
41,1,1,4,3,42,nk,0,0,-1,3,1.4450156688690186,FALSE,FALSE,80100.30691,art
42,1,1,4,4,43,sb,0,1,-6,6,6.529398441314697,FALSE,FALSE,36.9350069,nn
43,1,1,4,5,44,mo,1,0,-4,4,6.494193077087402,FALSE,FALSE,485.1337129,appr
44,1,1,4,6,45,nk,0,0,-2,3,1.8766124248504639,FALSE,FALSE,80100.30691,art
45,1,1,4,7,46,nk,0,0,-1,7,2.865457534790039,FALSE,FALSE,441.5360166,adja
46,1,1,4,8,47,nk,0,2,3,7,1.6512939929962158,FALSE,FALSE,1.569615167,nn
47,1,1,4,9,48,oc,0,3,-1,9,0.5625173449516296,FALSE,FALSE,48.85427208,vvfin
48,1,1,4,10,49,sb,1,2,-7,3,0.25387904047966003,FALSE,FALSE,8161.246762,vafin
49,1,1,4,11,50,cd,1,0,1,3,2.3892383575439453,FALSE,FALSE,23398.58848,kon
50,1,1,4,12,51,sb,0,0,-3,3,1.5989495515823364,FALSE,FALSE,1526.761403,pws
51,1,1,4,13,52,mo,0,0,-1,6,5.844428062438965,FALSE,FALSE,70.060427,adv
52,1,1,4,14,53,oc,0,1,-1,10,7.394028186798096,FALSE,FALSE,17.56006968,vvizu
53,1,1,4,15,54,cj,0,2,4,4,0.4139983654022217,TRUE,FALSE,17044.4184,vafin
54,1,1,4,16,55,ROOT,2,2,0,3,0.07602872,FALSE,FALSE,17044.4184,vvfin
55,1,1,4,17,56,pd,1,0,1,5,0.3379696309566498,FALSE,FALSE,79.40454229,nn
56,1,1,4,18,57,nk,0,0,-1,5,5.103178024291992,FALSE,FALSE,17543.4334,art
57,1,1,4,19,58,ag,1,1,2,10,4.145844936,FALSE,FALSE,0.629481083,nn
58,1,1,4,20,59,nk,0,0,-2,3,2.0871548652648926,FALSE,FALSE,80100.30691,art
59,1,1,4,21,60,nk,0,0,-1,11,4.127940654754639,FALSE,FALSE,29.29130804,adja
60,1,1,4,22,61,ag,1,2,3,8,0.017904093489050865,FALSE,FALSE,24.73778904,nn
61,1,1,4,23,62,nk,0,0,-1,3,2.5440120697021484,FALSE,FALSE,80100.30691,art
62,1,1,4,24,63,ag,0,1,2,15,2.100052595,TRUE,FALSE,113.1022179,nn
63,1,1,5,1,64,mo,1,0,-14,2,5.377041816711426,FALSE,FALSE,2173.549128,appr
64,1,1,5,2,65,mo,0,0,-1,4,8.495696067810059,FALSE,FALSE,100.7006231,adv
65,1,1,5,3,66,nmc,0,1,-1,3,4.031694412231445,FALSE,FALSE,379.0375376,card
66,1,1,5,4,67,nk,1,1,3,4,6.589806557,FALSE,FALSE,62.43307829,nn
67,1,1,5,5,68,nk,0,0,1,7,1.658964991569519,FALSE,FALSE,3.409007941,nn
68,1,1,5,6,69,ROOT,3,0,0,4,5.344508171081543,FALSE,FALSE,17044.4184,vafin
69,1,1,5,7,70,nk,0,0,-1,3,0.8851776719093323,FALSE,FALSE,80100.30691,art
70,1,1,5,8,71,sb,0,1,2,6,6.027171611785889,FALSE,FALSE,51.87905131,nn
71,1,1,5,9,72,mo,1,0,-6,2,1.7983983755111694,FALSE,FALSE,14298.16411,appr
72,1,1,5,10,73,nk,0,0,-3,3,1.987074375152588,FALSE,FALSE,80100.30691,art
73,1,1,5,11,74,nk,0,0,-2,7,4.790765285491943,FALSE,FALSE,441.5360166,adja
74,1,1,5,12,75,nk,0,0,-1,3,11.528324127197266,FALSE,FALSE,8.935361343,card
75,1,1,5,13,76,nk,0,3,4,6,0.30869045853614807,FALSE,FALSE,1085.846693,nn
76,1,1,5,14,77,adc,0,0,-1,6,3.042881965637207,FALSE,FALSE,66.70046953,adjd
77,1,1,5,15,78,oc,0,3,9,9,0.597971611,TRUE,FALSE,8998.096899,vapp
78,1,1,6,1,79,mo,2,0,3,3,5.202210426330566,FALSE,FALSE,4541.084706,kous
79,1,1,6,2,80,nk,0,0,1,5,6.029623031616211,FALSE,FALSE,131.4716204,nn
80,1,1,6,3,81,nk,0,0,2,6,3.552569866,FALSE,FALSE,10789.19948,prels
81,1,1,6,4,82,mo,2,1,-13,3,2.7625532150268555,FALSE,FALSE,17044.4184,vafin
82,1,1,6,5,83,nk,0,0,-2,3,1.5141223669052124,FALSE,FALSE,80100.30691,art
83,1,1,6,6,84,nk,0,0,-1,14,15.786336898803711,FALSE,FALSE,0.057225553,adja
84,1,1,6,7,85,sb,1,2,3,6,6.334444046020508,FALSE,FALSE,30.86909829,nn
85,1,1,6,8,86,nk,0,0,-1,3,0.9703781008720398,FALSE,FALSE,80100.30691,art
86,1,1,6,9,87,ag,0,1,2,5,0.086447388,FALSE,FALSE,7.848075836,nn
87,1,1,6,10,88,mo,1,0,-5,2,2.9756784439086914,FALSE,FALSE,2173.549128,appr
88,1,1,6,11,89,nk,1,0,1,4,2.354942798614502,FALSE,FALSE,1269.033863,adv
89,1,1,6,12,90,cm,0,0,-2,3,2.9909167289733887,FALSE,FALSE,4541.084706,kokom
90,1,1,6,13,91,nk,0,0,-1,3,3.8048582077026367,FALSE,FALSE,80100.30691,art
91,1,1,6,14,92,cc,0,2,3,6,3.2561328411102295,FALSE,FALSE,66.98659729,nn
92,1,1,6,15,93,oc,0,2,11,15,3.349985122680664,TRUE,FALSE,20.76470065,vvpp
93,1,1,6,16,94,ROOT,3,1,0,7,2.7232820987701416,FALSE,FALSE,493.5949196,vvfin
94,1,1,6,17,95,nk,0,0,-2,3,0.026906847953796387,FALSE,FALSE,80100.30691,art
95,1,1,6,18,96,nk,0,0,-1,11,7.965313435,FALSE,FALSE,0.604955846,nn
96,1,1,6,19,97,sb,1,2,3,15,7.853969573974609,FALSE,TRUE,0,None
97,1,1,6,20,98,pnc,0,0,-1,6,9.668067932128906,FALSE,FALSE,0.106276027,ne
98,1,1,6,21,99,nk,0,1,2,7,9.847786903381348,FALSE,FALSE,0.040875395,ne
99,1,1,6,22,100,svp,0,0,6,5,0.6606537699699402,TRUE,FALSE,248.268974,ptkvz
100,1,1,7,1,101,mo,0,0,-1,4,7.401394844055176,FALSE,FALSE,100.7006231,adv
101,1,1,7,2,102,nk,0,1,-1,4,6.230423927307129,FALSE,FALSE,12.13181723,card
102,1,1,7,3,103,sb,1,1,-2,16,7.400824546813965,FALSE,FALSE,3.196455887,nn
103,1,1,7,4,104,nk,0,0,1,4,2.1842384338378906,FALSE,FALSE,572.2146543,nn
104,1,1,7,5,105,ROOT,2,1,0,4,2.4748735427856445,FALSE,FALSE,17044.4184,vafin
105,1,1,7,6,106,mo,1,0,-6,2,1.8059816360473633,FALSE,FALSE,14298.16411,appr
106,1,1,7,7,107,nk,0,0,-1,6,4.750625133514404,FALSE,FALSE,4932.973467,pdat
107,1,1,7,8,108,nk,0,1,2,4,3.363287925720215,FALSE,FALSE,857.0752819,nn
108,1,1,7,9,109,mo,1,0,-3,3,6.547270298,FALSE,FALSE,3047.399672,appr
109,1,1,7,10,110,nk,0,0,-1,3,1.7130374908447266,FALSE,FALSE,80100.30691,art
110,1,1,7,11,111,nk,0,1,2,3,6.178147315979004,FALSE,FALSE,16.44825894,nn
111,1,1,7,12,112,oc,0,2,7,15,11.132217407226562,TRUE,FALSE,13.49705542,vvpp
112,1,1,8,1,113,mo,0,0,-14,12,9.141487121582031,FALSE,FALSE,126.4194216,adjd
113,1,1,8,2,114,ROOT,3,0,0,3,3.605340003967285,FALSE,FALSE,8161.246762,vafin
114,1,1,8,3,115,oa,0,0,-12,4,1.910872459411621,FALSE,FALSE,6566.550453,prf
115,1,1,8,4,116,mo,1,0,-11,8,7.256683349609375,FALSE,FALSE,22.41606661,appr
116,1,1,8,5,117,nk,0,0,-2,3,0.46413326263427734,FALSE,FALSE,80100.30691,art
117,1,1,8,6,118,nk,0,0,-1,8,9.312183380126953,FALSE,FALSE,66.70046953,adja
118,1,1,8,7,119,nk,0,2,3,12,0.087851815,FALSE,FALSE,25.03209189,nn
119,1,1,8,8,120,nk,0,0,-1,3,0.8509530425071716,FALSE,FALSE,80100.30691,art
120,1,1,8,9,121,sb,0,1,7,10,13.148117065429688,FALSE,FALSE,0.040875395,nn
121,1,1,8,10,122,mo,1,0,-5,2,6.257916450500488,FALSE,FALSE,2173.549128,appr
122,1,1,8,11,123,nk,0,0,-1,3,6.890200614929199,FALSE,FALSE,25.19559347,card
123,1,1,8,12,124,nk,0,1,2,5,2.8906707763671875,FALSE,FALSE,57.11927695,nn
124,1,1,8,13,125,mo,1,0,-2,4,6.320308685302734,FALSE,FALSE,2810.502233,appr
125,1,1,8,14,126,nk,0,0,1,4,0.8788778185844421,FALSE,FALSE,151.4760387,adv
126,1,1,8,15,127,oc,0,5,13,11,1.5692436695098877,TRUE,FALSE,21.36148142,vvpp
127,1,2,1,1,1,mo,0,0,-1,8,9.00711441,FALSE,FALSE,83.45938147,adv
128,1,2,1,2,2,ROOT,5,1,0,6,8.261849403381348,FALSE,FALSE,331.883682,vvfin
129,1,2,1,3,3,sb,0,0,1,7,13.440093994140625,FALSE,FALSE,0.040875395,ne
130,1,2,1,4,4,ng,0,0,2,6,3.139991521835327,TRUE,FALSE,6860.935047,ptkneg
131,1,2,1,5,5,cp,0,0,-6,4,0.7185747623443604,FALSE,FALSE,153.5525088,kous
132,1,2,1,6,6,nk,0,0,-1,3,1.909881591796875,FALSE,FALSE,80100.30691,art
133,1,2,1,7,7,da,0,1,-4,11,17.054811477661133,FALSE,TRUE,0,None
134,1,2,1,8,8,nk,0,0,-2,4,0.14971604943275452,FALSE,FALSE,17543.4334,art
135,1,2,1,9,9,nk,0,0,-1,11,2.466745376586914,FALSE,FALSE,8.126028522,adja
136,1,2,1,10,10,sb,0,2,-1,11,17.111812591552734,FALSE,FALSE,0.130801264,nn
137,1,2,1,11,11,oc,0,3,10,6,1.6932892799377441,TRUE,FALSE,39.24037918,vvfin
138,1,2,2,1,12,ju,0,0,-4,4,7.737729072570801,FALSE,FALSE,854.5900579,kon
139,1,2,2,2,13,nk,0,0,-2,3,2.633028507232666,FALSE,FALSE,80100.30691,art
140,1,2,2,3,14,nk,0,0,-1,17,13.93009090423584,FALSE,FALSE,0.016350158,adja
141,1,2,2,4,15,sb,0,2,-1,9,4.284186363220215,FALSE,FALSE,114.7862842,nn
142,1,2,2,5,16,ROOT,3,2,0,5,6.351106167,FALSE,FALSE,17044.4184,vafin
143,1,2,2,6,17,mo,1,0,1,9,6.871364116668701,FALSE,FALSE,287.6810299,appr
144,1,2,2,7,18,nk,0,0,-2,3,8.568521499633789,FALSE,FALSE,80100.30691,art
145,1,2,2,8,19,nk,0,0,-1,11,1.5057545900344849,FALSE,FALSE,301.3742872,adja
146,1,2,2,9,20,nk,0,2,3,13,9.961606026,FALSE,FALSE,0.016350158,nn
147,1,2,2,10,21,mo,0,0,-1,7,6.094173431396484,FALSE,FALSE,52.44313176,adjd
148,1,2,2,11,22,pd,0,1,6,6,3.244600534439087,TRUE,FALSE,660.1049286,adjd
149,1,2,3,1,23,mo,0,0,-1,2,5.497372627258301,FALSE,FALSE,3315.19891,adv
150,1,2,3,2,24,ROOT,3,1,0,3,7.521990776062012,FALSE,FALSE,17044.4184,vafin
151,1,2,3,3,25,nk,0,0,-1,3,3.9090912342071533,FALSE,FALSE,17543.4334,art
152,1,2,3,4,26,sb,1,1,2,16,19.905853271484375,FALSE,TRUE,0,None
153,1,2,3,5,27,nk,0,0,-4,3,6.815783977508545,FALSE,FALSE,80100.30691,art
154,1,2,3,6,28,mo,0,0,-2,5,0.3522413969039917,FALSE,FALSE,503.4540649,adv
155,1,2,3,7,29,pm,0,0,-1,2,4.724592208862305,FALSE,FALSE,9058.935837,ptka
156,1,2,3,8,30,nk,0,2,-1,13,1.8664331436157227,FALSE,FALSE,2.828577333,adja
157,1,2,3,9,31,ag,0,2,5,8,6.388531684875488,FALSE,FALSE,25.50624647,nn
158,1,2,3,10,32,ng,0,0,-1,6,1.800281286239624,FALSE,FALSE,628.3529218,piat
159,1,2,3,11,33,pd,0,1,9,11,13.560087203979492,TRUE,FALSE,0.171676659,nn
160,1,2,4,1,34,mo,1,0,-9,4,5.098553657531738,FALSE,FALSE,485.1337129,appr
161,1,2,4,2,35,nk,0,0,-1,3,2.2192177772521973,FALSE,FALSE,80100.30691,art
162,1,2,4,3,36,da,2,1,2,4,5.070771217346191,FALSE,FALSE,288.1224841,nn
163,1,2,4,4,37,nk,0,0,-2,3,1.0973849296569824,FALSE,FALSE,80100.30691,art
164,1,2,4,5,38,nk,0,0,-1,7,4.440510272979736,FALSE,FALSE,441.5360166,adja
165,1,2,4,6,39,ag,0,2,3,7,2.0343782901763916,FALSE,FALSE,1.569615167,nn
166,1,2,4,7,40,mnr,1,0,4,3,3.1035144329071045,FALSE,FALSE,1804.035557,appr
167,1,2,4,8,41,nmc,0,0,-1,2,5.660510063171387,FALSE,FALSE,154.4762927,card
168,1,2,4,9,42,nk,0,1,-1,3,3.055957078933716,FALSE,FALSE,130.5396614,card
169,1,2,4,10,43,nk,0,1,2,6,0.11915210634469986,FALSE,FALSE,1085.846693,nn
170,1,2,4,11,44,ROOT,4,1,0,5,5.448777675628662,FALSE,FALSE,17044.4184,vvfin
171,1,2,4,12,45,nk,0,0,-1,3,1.1583091020584106,FALSE,FALSE,80100.30691,art
172,1,2,4,13,46,sb,0,1,2,9,2.769606351852417,FALSE,FALSE,1.937493722,nn
173,1,2,4,14,47,mo,0,0,-1,5,3.957721471786499,FALSE,FALSE,1019.538627,adv
174,1,2,4,15,48,mo,1,1,4,6,2.071319580078125,FALSE,FALSE,1089.917882,adv
175,1,2,4,16,49,mo,0,0,1,6,5.245794773101807,FALSE,FALSE,587.2486246,adv
176,1,2,4,17,50,mo,1,0,-1,2,4.228887557983398,FALSE,FALSE,3315.19891,adv
177,1,2,4,18,51,pd,1,1,7,5,4.043389797210693,FALSE,FALSE,660.1049286,adjd
178,1,2,4,19,52,cm,0,0,-1,3,1.538099765777588,FALSE,FALSE,3407.626353,kokom
179,1,2,4,20,53,cc,0,1,3,5,1.931769847869873,FALSE,FALSE,503.4540649,adv
180,1,2,4,21,54,cd,1,0,3,4,6.092538833618164,FALSE,FALSE,2440.800636,kon
181,1,2,4,22,55,mo,0,0,-2,5,2.3467347621917725,FALSE,FALSE,230.7988302,adv
182,1,2,4,23,56,mo,0,0,-1,4,1.7026231288909912,FALSE,FALSE,2486.883556,adv
183,1,2,4,24,57,cj,0,2,3,8,2.0986981987953186,TRUE,FALSE,660.1049286,adjd
184,1,2,5,1,58,mo,0,0,-1,4,5.461449623,FALSE,FALSE,4062.311204,adv
185,1,2,5,2,59,oc,4,1,-18,8,15.511241912841797,FALSE,FALSE,26.73250832,vvfin
186,1,2,5,3,60,nk,0,0,-1,3,9.007693291,FALSE,FALSE,80100.30691,art
187,1,2,5,4,61,sb,0,1,2,5,2.5243654251098633,FALSE,FALSE,14.00391032,nn
188,1,2,5,5,62,mo,1,0,3,7,9.587938309,FALSE,FALSE,504.0998961,appr
189,1,2,5,6,63,nk,0,0,-2,3,4.565653324127197,FALSE,FALSE,80100.30691,art
190,1,2,5,7,64,nk,0,0,-1,8,0.5822793245315552,FALSE,FALSE,115.7182432,adja
191,1,2,5,8,65,nk,0,2,3,13,6.1645379066467285,FALSE,FALSE,0.694881715,nn
192,1,2,5,9,66,nk,0,0,-1,6,5.579183101654053,FALSE,FALSE,1357.341066,adja
193,1,2,5,10,67,da,0,1,8,12,0.5853548049926758,FALSE,FALSE,6.343861301,nn
194,1,2,5,11,68,punct,0,0,-9,1,6.041351318359375,FALSE,TRUE,0,None
195,1,2,5,12,69,mo,0,0,-1,5,0.3975471258163452,FALSE,FALSE,194.7058564,adv
196,1,2,5,13,70,cp,0,1,-7,5,4.131722450256348,FALSE,FALSE,75.15350121,kous
197,1,2,5,14,71,nk,0,0,-1,3,8.141241073608398,FALSE,FALSE,80100.30691,art
198,1,2,5,15,72,sb,0,1,-5,6,1.924942135810852,FALSE,FALSE,713.9950494,nn
199,1,2,5,16,73,mo,1,0,-3,2,2.516232967376709,FALSE,FALSE,14298.16411,appr
200,1,2,5,17,74,nk,0,0,-1,5,0.6774055361747742,FALSE,FALSE,4932.973467,pdat
201,1,2,5,18,75,nk,0,1,2,7,3.0918755531311035,FALSE,FALSE,27.83614398,nn
202,1,2,5,19,76,oc,0,1,-1,12,2.9820821285247803,FALSE,FALSE,15.93322896,vvpp
203,1,2,5,20,77,ROOT,0,4,0,4,0.3043138086795807,TRUE,FALSE,8161.246762,vafin
204,1,2,6,1,78,mo,0,0,-1,6,8.171938896,FALSE,FALSE,208.8160428,adv
205,1,2,6,2,79,re,2,1,-2,8,11.519919395446777,TRUE,FALSE,3346.018958,vmfin
206,1,2,6,3,80,mo,0,2,-1,2,7.449263095855713,FALSE,FALSE,3315.19891,adv
207,1,2,6,4,81,ROOT,2,1,0,8,11.55910587310791,TRUE,FALSE,0.040875395,ne
208,1,2,6,5,82,sb,1,0,4,7,6.219976425170898,FALSE,FALSE,57.42175487,nn
209,1,2,6,6,83,mnr,1,0,1,3,4.4350080490112305,FALSE,FALSE,4410.716721,appr
210,1,2,6,7,84,mo,0,0,-1,9,0.7874476909637451,FALSE,FALSE,61.03513978,adv
211,1,2,6,8,85,nmc,0,1,-1,4,0.11667319387197495,FALSE,FALSE,193.8392981,card
212,1,2,6,9,86,nk,0,1,3,9,13.510347366333008,FALSE,FALSE,1.569615167,nn
213,1,2,6,10,87,oc,0,0,-1,8,0.8742734789848328,FALSE,FALSE,684.1805363,vvpp
214,1,2,6,11,88,oc,0,1,8,7,0.7346004247665405,TRUE,FALSE,8998.096899,vainf
215,1,2,7,1,89,sb,0,0,-1,3,3.963149070739746,FALSE,FALSE,8487.45694,pper
216,1,2,7,2,90,ROOT,2,1,0,5,5.182890892028809,FALSE,FALSE,17044.4184,vafin
217,1,2,7,3,91,mo,0,0,-1,7,9.663164138793945,FALSE,FALSE,56.8658495,adv
218,1,2,7,4,92,mo,1,1,-5,5,6.952057838439941,FALSE,FALSE,2421.466574,appr
219,1,2,7,5,93,nk,0,0,-2,7,10.948602676391602,FALSE,FALSE,298.5702351,adja
220,1,2,7,6,94,nk,0,0,-1,8,17.35110092163086,FALSE,FALSE,0.384228713,adja
221,1,2,7,7,95,nk,0,2,3,8,9.481935501098633,FALSE,FALSE,26.76520863,nn
222,1,2,7,8,96,mo,0,0,-1,11,9.429584503173828,FALSE,FALSE,25.43267076,adv
223,1,2,7,9,97,pd,0,2,7,9,1.0328739881515503,TRUE,FALSE,56.24454349,vvpp
224,1,3,1,1,1,nk,0,0,-2,3,2.596041679382324,FALSE,FALSE,80100.30691,art
225,1,3,1,2,2,nk,0,0,-1,6,6.628419399261475,FALSE,FALSE,441.5360166,adja
226,1,3,1,3,3,sb,2,2,-5,8,8.235409737,TRUE,FALSE,1.569615167,nn
227,1,3,1,4,4,nk,0,0,-1,3,2.609135866165161,FALSE,FALSE,80100.30691,art
228,1,3,1,5,5,app,0,1,3,11,10.326777458190918,TRUE,FALSE,0.057225553,nn
229,1,3,1,6,6,ROOT,2,2,0,7,6.716223239898682,FALSE,FALSE,59.80070286,vvfin
230,1,3,1,7,7,mo,0,0,-2,4,2.9606802463531494,FALSE,FALSE,395.4939717,adv
231,1,3,1,8,8,nmc,0,0,-1,4,0.002122532,FALSE,FALSE,384.972645,card
232,1,3,1,9,9,nk,0,2,3,9,0.00215346,FALSE,FALSE,153.364482,nn
233,1,3,1,10,10,nk,0,1,4,6,5.359652519226074,TRUE,FALSE,1085.846693,nn
234,1,3,1,11,11,ju,0,0,-5,3,4.85878849,FALSE,FALSE,23398.58848,kon
235,1,3,1,12,12,mo,0,0,-1,4,3.238585948944092,FALSE,FALSE,4062.311204,adv
236,1,3,1,13,13,mo,1,1,-3,7,4.766223907470703,FALSE,FALSE,504.0998961,appr
237,1,3,1,14,14,nk,0,0,-1,6,1.7472045421600342,FALSE,FALSE,4932.973467,pdat
238,1,3,1,15,15,nk,0,1,2,7,0.1026974469423294,FALSE,FALSE,1.569615167,nn
239,1,3,1,16,16,ROOT,3,2,0,10,10.408368110656738,FALSE,FALSE,17.72357126,vvfin
240,1,3,1,17,17,nk,0,0,-2,3,3.8736581802368164,FALSE,FALSE,80100.30691,art
241,1,3,1,18,18,nk,0,0,-1,18,3.727767229,FALSE,FALSE,20.37229686,adja
242,1,3,1,19,19,sb,0,2,3,12,6.424912452697754,FALSE,FALSE,25.03209189,nn
243,1,3,1,20,20,mo,0,0,-1,4,0.7727512121200562,FALSE,FALSE,1318.47674,adjd
244,1,3,1,21,21,mo,0,1,5,10,1.500021219,TRUE,FALSE,68.36001056,adjd
245,1,3,2,1,22,mo,1,0,-4,2,3.8910017013549805,FALSE,FALSE,14298.16411,appr
246,1,3,2,2,23,nk,0,0,-2,3,2.299269914627075,FALSE,FALSE,80100.30691,art
247,1,3,2,3,24,nk,0,0,-1,6,6.465639114379883,FALSE,FALSE,85.3151244,adja
248,1,3,2,4,25,nk,0,2,3,15,16.10634994506836,FALSE,FALSE,2.885802886,nn
249,1,3,2,5,26,ROOT,4,1,0,6,5.038759231567383,FALSE,FALSE,82.02056757,vvfin
250,1,3,2,6,27,mo,1,0,1,3,0.079156645,FALSE,FALSE,5914.865856,appr
251,1,3,2,7,28,nk,0,0,-1,3,10.897661209106445,FALSE,FALSE,80100.30691,art
252,1,3,2,8,29,nk,1,1,2,6,9.353173256,FALSE,FALSE,264.2185532,nn
253,1,3,2,9,30,ag,0,0,1,13,10.158419609069824,FALSE,FALSE,8.706459131,ne
254,1,3,2,10,31,nk,0,0,-2,3,3.1305103302001953,FALSE,FALSE,80100.30691,art
255,1,3,2,11,32,nk,0,0,-1,17,10.143592834472656,FALSE,FALSE,20.37229686,adja
256,1,3,2,12,33,sb,0,2,7,16,12.150392532348633,FALSE,TRUE,0,None
257,1,3,2,13,34,mo,1,0,8,8,1.3037140369415283,FALSE,FALSE,775.5615693,appr
258,1,3,2,14,35,mo,0,0,-1,5,2.222608804702759,FALSE,FALSE,2.599675121,adv
259,1,3,2,15,36,nk,1,1,2,2,11.079818725585938,FALSE,FALSE,73.90271412,card
260,1,3,2,16,37,cd,1,0,1,3,1.0705742835998535,FALSE,FALSE,23398.58848,kon
261,1,3,2,17,38,mo,0,0,-1,5,3.318009853363037,FALSE,FALSE,2.599675121,adv
262,1,3,2,18,39,nk,0,1,-1,2,3.7542896270751953,FALSE,FALSE,43.72849755,card
263,1,3,2,19,40,cj,1,1,3,4,4.331574440002441,FALSE,FALSE,62.43307829,nn
264,1,3,2,20,41,nk,0,0,1,8,5.029182434082031,TRUE,FALSE,3.409007941,nn
265,1,3,2,21,42,mo,1,0,-2,2,0.44236961007118225,FALSE,FALSE,4852.53069,apprart
266,1,3,2,22,43,nk,0,0,1,4,3.314478635787964,FALSE,FALSE,26.7406834,nn
267,1,3,2,23,44,ROOT,3,1,0,5,0.11513456702232361,FALSE,FALSE,17044.4184,vvfin
268,1,3,2,24,45,ep,0,0,1,2,0.7101548910140991,FALSE,FALSE,7209.667567,pper
269,1,3,2,25,46,mo,0,0,-1,4,4.319027423858643,FALSE,FALSE,395.4939717,adv
270,1,3,2,26,47,mo,0,1,-1,4,2.2034168243408203,FALSE,FALSE,9.597542741,adv
271,1,3,2,27,48,nk,1,1,-4,4,5.077592849731445,FALSE,FALSE,127.8827607,card
272,1,3,2,28,49,cd,1,0,1,3,2.8784337043762207,FALSE,FALSE,1166.698224,appr
